expo_family,expo_subfamily,exposure,child_sex,Term,Overlap,P.value,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
phenol,"",aver_log2_BP3,Male,Triglycerides,25/244,8.293564513782e-06,0.000295803800991558,2.92526677251412,34.2257110549108,HDAC4;DOCK4;CPNE4;NOTCH4;NTM;NRXN1;CDH7;SYNE1;FLRT2;ZC3H7A;SUSD4;DLGAP2;MUSK;PDE4D;SPNS2;MAGI2;KCNIP4;RASSF8;ESRRG;NRG1;ANK3;PLXDC2;ARHGAP26;CLNK;XKR6
phenol,"",aver_log2_BP3,Male,"Cholesterol, HDL",33/357,3.09785647063831e-06,0.00013258825694332,2.6238646684832,33.2831989317676,APP;ZCCHC6;THSD7B;NRXN1;ATP10B;NPL;TMEM163;SH3RF1;SSFA2;FSTL5;DPP6;PDE4B;MGAT1;GPC5;MBP;CTNNA2;ASIC2;GPC6;ANKS1B;RBFOX1;PTPRN2;NUBPL;PDE4D;RASSF8;SORCS1;ARHGAP25;HCRTR2;PARD3B;TGFBR3;CCNY;CLNK;ZNF780B;MCTP2
phenol,"",aver_log2_BP3,Male,Creatinine,12/92,0.000202077286004683,0.0033265030157694,3.80523178807947,32.3705753435311,RBFOX1;ZDHHC20;CELF2;COL11A2;PHACTR1;DLGAP1;ESRRG;ANK3;PRKG1;NAALADL2;SHANK2;OPCML
phenol,"",aver_log2_BP3,Male,Cholesterol,26/268,1.46193138923459e-05,0.000391066646620252,2.75351602145861,30.6553537980572,GUCY1B2;DOCK4;B4GALT1;SLC24A3;MAST4;NRXN1;ITPR2;TTC28;PRDM16;SUSD4;DLGAP1;PHACTR1;OPCML;OSBPL6;LIMCH1;PDE4D;KCNIP4;RASSF8;TEX36;ATP2B2;CACNA2D4;TRHR;KIAA0922;GPAM;FAM163A;PLEC
phenol,"",aver_log2_BP3,Male,Arteries,11/89,0.000588606052162004,0.00662956290329836,3.5732091982092,26.5766490055249,FSTL5;RBFOX1;ZFP14;KCNQ1;MAGI2;DLGAP1;NRG1;SORCS1;TEX36;ANK3;CTNNA2
phenol,"",aver_log2_BP3,Male,Body Height,31/385,8.843268349385e-05,0.00210273269640932,2.24625782977156,20.9649284200695,GABRB3;APP;MCTP1;MAST4;NTM;TMTC1;TMEM163;CYP19A1;TRHDE;SYNE1;FSTL5;NIPBL;C6ORF1;PRKG1;RBFOX1;CNTN5;PRKCB;TRPC4;PDE4D;MAGI2;TBCD;ESRRG;NRG1;NUP153;TEX15;IGF1;ARHGAP26;PARD3B;NCOR2;TTLL5;XKR6
phenol,"",aver_log2_BP3,Male,Coronary Artery Disease,19/205,0.000359785155002594,0.00452906018650324,2.60115145765051,20.6271401536384,DMGDH;RBFOX1;PSMD14;CELF2;FNDC3B;NRXN3;C10ORF11;DCAF5;PLXDC2;HDAC9;ABLIM2;DLGAP1;GPC5;PHACTR1;CTNNA2;ASIC2;MCTP2;VGLL4;FAM83B
phenol,"",aver_log2_BP3,Male,Stroke,23/289,0.000810091353233147,0.00866797747959467,2.20430612822379,15.691052362878,THSD7B;CNTN5;TRPC4;SDC2;NTM;KCNIP4;UBR3;ADCY2;CDKAL1;NRG1;ATP10A;ATP2B2;AK5;SHB;HDAC9;NAALADL2;FAM155A;NUDCD1;PDE4B;C19ORF57;GPC5;ASIC2;PRKG1
phenol,"",aver_log2_BP3,both_sexes,Brain,7/34,1.36491699766361e-05,0.00062786181892526,10.6613533364588,119.426687323187,CADPS2;CDH4;THSD7B;CNTN5;KCNIP4;ELMO1;CSMD2
phenol,"",aver_log2_BP3,both_sexes,Leukocyte Count,7/40,4.17609806353571e-05,0.00128067007281762,8.72024037846823,87.9309635790527,RBFOX1;BFSP1;PLCB4;CDK6;FNDC3B;ASIC2;ANKS1B
phenol,"",aver_log2_BP3,both_sexes,"Cholesterol, HDL",28/357,4.75764504230393e-08,8.25755036978942e-06,3.60527922596402,60.7883532222636,MAML2;THSD7B;NRXN1;PCDH15;PTPRM;ATP10B;GRIK2;CMIP;PGS1;DPP6;HNF4A;MBP;CTNNA2;ASIC2;ANKS1B;RBFOX1;PTPRN2;ITPK1;SORCS3;TGFBR3;MFHAS1;LRFN5;PLCB4;CCNY;DLC1;TACC2;DSCAML1;RNF121
phenol,"",aver_log2_BP3,both_sexes,Body Mass Index,31/437,8.97559822803198e-08,8.25755036978942e-06,3.24303776683087,52.6220858727764,CAMK2D;LAMA4;TMTC2;IRS2;ATP10A;BAZ2B;ADARB2;ARHGAP22;AKAP13;FAM178B;DPP6;KCNT1;FAM19A2;CAMTA1;CTNNA2;ASIC2;ANKS1B;OPCML;ZFHX3;KDM4C;CNTN5;KCNIP4;WNT9A;NAALADL2;TDRD3;SLC6A6;ADCY9;PLCB4;PPP2R2C;ELMO1;WDFY4
phenol,"",aver_log2_BP3,both_sexes,Stroke,20/289,2.52073430615746e-05,0.000927630224665945,3.1046133748357,32.8728113089042,CADPS2;THSD7B;CNTN5;KCNIP4;ATP10A;ATP2B2;ADARB2;DCLK1;RYR3;NAALADL2;RUNX1;TBC1D1;RALYL;ABLIM1;CAMTA1;SAMD12;ASIC2;EPHB1;DSCAML1;L3MBTL4
phenol,bisphenol,aver_2_cat_BPS,Male,Blood Pressure,28/454,3.92948701993797e-06,0.000691589715509083,2.83430303415678,35.2785745990973,BNC2;CCDC149;APIP;PRR5L;ADAR;HDAC9;PARK2;THSD4;FAM107B;RPTOR;PREX1;PLCE1;TNS3;PLXNA4;JAZF1;AUTS2;ACTN2;NFATC2;ANK2;LAMB1;PLEKHA7;TGFBR2;FAM155A;DAB1;TMEM114;MMP16;MPPED1;SHANK2
phenol,bisphenol,aver_2_cat_BPS,Male,Myocardial Infarction,16/229,0.00011272398741437,0.00991971089246457,3.18893876076975,28.98926566189,PRR5;ARL15;DCC;MTUS1;CDKAL1;PAX5;FOXN3;CMIP;NPAS3;FAM155A;GLT1D1;CDH23;PHACTR2;PHACTR1;DIP2C;MAD1L1
phenol,bisphenol,aver_2_cat_BPS,both_sexes,Obesity,6/25,0.00011231456347855,0.0033906859717754,9.60228401191658,87.3251586781993,FBN2;RFTN1;RARB;MACROD2;MLN;TTC28
phenol,bisphenol,aver_2_cat_BPS,both_sexes,Hematocrit,9/61,0.000133555737378648,0.0033906859717754,5.27870944221655,47.0913229032537,EXT2;MECOM;EPB41L2;CHN2;ESRRB;PRKAG2;PHACTR2;MACROD2;AGPAT4
phenol,bisphenol,aver_2_cat_BPS,both_sexes,Prostatic Neoplasms,10/75,0.000136997413001026,0.0033906859717754,4.69644595910419,41.7774628797227,ABLIM1;CTBP2;NRD1;ZBTB38;PTPRM;PIP4K2A;LMO7;ANK2;CASC15;JAZF1
phenol,bisphenol,aver_2_cat_BPS,both_sexes,Electrocardiography,11/87,0.000104763254926752,0.0033906859717754,4.4228459421136,40.5301086763088,KCNH2;DOCK4;INO80D;EPB41L2;CAV1;DDX10;CDH13;CLNK;TBX5;LPHN3;JAZF1
phenol,bisphenol,aver_2_cat_BPS,both_sexes,Blood Pressure,36/454,6.50031498671201e-07,0.000128706236736898,2.69174285849638,38.3472282814988,DOCK4;TNFAIP8;CTBP2;CTNND2;PRKAG2;PRR5L;GLRX;ADAR;FMN2;MTO1;ARHGAP22;PREX1;GPR176;RAP1A;MECOM;CHN2;C10ORF107;MACROD2;TNS3;CASC15;JAZF1;PRMT8;AUTS2;KLF3-AS1;NFATC2;ANK2;NAV1;ATP2B2;TGFBR2;ADAM12;PSMG4;CDH13;RIN3;GALNTL6;TSNARE1;SHANK2
phenol,bisphenol,aver_2_cat_BPS,both_sexes,Triglycerides,22/244,1.38135485979009e-05,0.00136754131119219,3.05864574251671,34.2258196822893,HDAC4;DOCK4;COL27A1;TTC13;ARHGEF28;PDE4D;PPM1H;ASH2L;LPP;MARCH1;LMBRD1;PDE10A;FLRT2;ZMIZ1;LRIG1;CLNK;GALNTL6;DIP2C;CCDC141;DLGAP2;CASC15;METAP1
phenol,bisphenol,aver_2_cat_BPS,both_sexes,Fibrinogen,10/86,0.000426963917233157,0.0084538855612165,4.01440706195869,31.1470258766338,CDH4;RAB37;IQSEC1;CTNND2;CHN2;PTPRM;PHACTR2;FMN1;GALNTL6;LPP
phenol,bisphenol,aver_2_cat_BPS,both_sexes,Myocardial Infarction,19/229,0.000158643886151344,0.00349016549532956,2.78079951081556,24.3287938441922,FBN2;CTNND2;ARHGEF28;MTUS1;WWP2;CDKAL1;SMARCA4;AKAP13;MARCH1;FAM124B;CDH4;HMCN2;PHACTR2;CDH13;TAB2;MACROD2;DIP2C;PDZRN3;MAD1L1
phenol,bisphenol,aver_2_cat_BPS,both_sexes,"Cholesterol, HDL",26/357,9.62778992818049e-05,0.0033906859717754,2.42624671401106,22.4385889780026,KHDRBS2;CLPB;HIBADH;SLC1A1;PPM1H;PTPRM;ZBTB20;FMN2;EGFR;MECOM;EPB41L2;CHCHD6;NPHP4;NINL;GPR158;COL27A1;PDE4D;IQSEC3;MTUS1;KLF3-AS1;ATRN;TMEM2;PDE10A;KCTD10;PPP2R2B;CLNK
phenol,bisphenol,aver_log2_BPA,Female,Creatinine,31/92,1.80810037155594e-06,0.000506268104035663,3.09864118523714,40.9740567998355,GABRB1;SLC22A2;COL11A2;ELAVL4;PRR5L;GATA3;FHIT;RYR3;FAM107B;STK3;CDH6;GRM4;GRM7;SPATA5L1;SESN1;SPOCK1;DLGAP1;BCAS3;RBFOX1;WDR37;PRKCH;SLC37A1;PCDH9;KIAA1549L;WDR72;ESRRG;ANK3;PTPRD;NR5A2;SPATS2L;SHANK2
phenol,bisphenol,aver_log2_BPA,Female,Body Mass Index,96/437,5.77526111058669e-06,0.000808536555482136,1.72850140205921,20.8490578842228,ALK;ITK;GABRB1;TENM4;XYLT1;IL5RA;SLC35F1;GRIK1;LDLRAD4;LDB2;GLI3;MYOM3;AKAP13;FAM178B;IMMP2L;CCND3;KCNT1;GRM7;FAM19A2;BBX;FAM53B;DLGAP1;ERC1;FAM19A5;PDE8A;ANKS1B;SOX5;KIRREL3;BCAS3;MBNL1;RBFOX3;VWF;GRID1;MYH15;COL23A1;CMC1;CDKAL1;ANO3;SHISA6;NUP93;MRPL52;NRG3;NAV3;ANKRD42;ELMO1;RARB;ROR1;ASTN2;DGKI;SLC24A2;NLGN1;LAMA2;STAU2;STXBP4;ITPR1;PPM1H;NRXN3;ATP10A;AKAP6;AGAP3;ZBTB44;ASAP2;FHIT;LPP;NKAIN2;C10ORF90;STK33;ATXN7;SCFD2;CAMTA1;SLIT3;CTNNA2;ASIC2;CMTM8;NDFIP1;KDM4C;PCDH9;AUTS2;ATP8B1;KCNJ9;LRBA;PCGF3;RFTN1;SNX24;FAM189A1;TRAPPC9;MARCH6;MCC;OXR1;ESR1;MEIS2;FLI1;PTPRD;NELL1;DAB1;FBN1
phenol,bisphenol,aver_log2_BPA,Female,Body Height,86/385,8.8852386802616e-06,0.000829288943491082,1.76392824566738,20.5164597445835,DPP10;ALK;ROBO2;MYOM1;GABRB1;SLC35F3;GALNT16;CHD7;XYLT1;CCDC129;MYOM3;NR3C2;NARS;IMMP2L;FAM65B;DIS3L2;ANKRD6;PRKCG;MAGI1;ARHGEF10;RBFOX1;VWF;PRKCB;PDE4D;ITPK1;MKL1;WDR72;PRKCA;UNC5C;NRG1;ANK1;SHISA6;ARHGAP10;EML6;ANKFN1;NR5A2;DDAH1;PALLD;CDH10;SPATA13;KCNQ3;ARHGEF1;DOCK2;FREM1;EXOC2;DGKH;OPRD1;NLGN1;NTM;PON1;ITPR1;AKAP6;RHOBTB1;STK3;ABLIM1;CHST11;RAB40C;ZNF507;DCDC2C;CDH22;NPHP4;MPDZ;TUB;PCDH9;KLHL25;EYA1;ATP8B1;SLC33A1;KIAA1549L;TBCD;ESRRG;NUP153;MCC;EFR3B;ESR1;FLI1;PTPRD;TTLL5;LIN28B;PDE10A;WDR60;KIF26B;CRYL1;XKR6;SLC2A4RG;FBXL7
phenol,bisphenol,aver_log2_BPA,Male,Myocardial Infarction,28/229,1.78110828894964e-07,2.11313076602204e-05,3.40075969765568,52.8507298317678,SPAG16;SEMA5A;SLC35F3;ATP8A1;CTNND2;TSHZ2;FHIT;STOX2;ATXN1;CDH2;EVA1C;HMCN2;PHACTR3;PCMTD1;ARNT2;CEP112;MYEF2;PRKCB;LHFPL2;SULF2;SMOC2;KIAA0922;SCCPDH;DLG2;PRKCQ;ST6GALNAC3;MAD1L1;C8ORF34
phenol,bisphenol,aver_log2_BPA,Male,Erythrocytes,9/52,0.000207817004748754,0.00727359516620639,5.02929590615973,42.6426589234,ABTB2;RBFOX1;DAB1;CTNND2;NTM;TSHZ2;KSR2;CASC15;ZNF365
phenol,bisphenol,aver_log2_BPA,Male,Blood Pressure,43/454,2.01250549144956e-07,2.11313076602204e-05,2.57553261711837,39.7114038910052,SEMA5A;SPAG16;SLC35F3;CTNND2;SATB2;WWC1;TMEM181;AOAH;FOXO3;AFF3;FHIT;HDAC9;PARK2;GPHN;SYNE1;SNX29;MECOM;PHACTR3;TNR;BBS9;CAMTA1;PCNT;CASC15;IL12RB2;SLC25A24;SCN1A;ZNF485;MEF2C;ACTN2;CACNA2D1;HUNK;KAZN;FRMD4A;ANK2;DAB1;MMP16;KIAA1279;FES;CAMK4;EXOC4;TSNARE1;ST6GALNAC3;C8ORF34
phenol,bisphenol,aver_log2_BPA,Male,Hip,21/202,7.04495393437402e-05,0.00369860081554636,2.81009958827462,26.8662770671699,SEMA5A;PACRG;ZHX3;CTNND2;NTM;PLCL1;CASC5;RORA;NRG1;USH2A;ST18;PDE11A;DLG2;MECOM;KCNS3;ACP6;SPOCK3;PIEZO2;DLGAP1;CPA6;RGS6
phenol,bisphenol,aver_log2_BPA,Male,Body Height,32/385,9.47329262731192e-05,0.00397878290347101,2.20667442592471,20.4436225194482,ALK;SLC35F3;GALNT16;NTM;TSHZ2;DOT1L;ANTXR1;LTBP1;GPHN;SYNE1;NARS;IGSF21;ATXN1;SPOCK3;CPA6;RGS6;ARHGEF10;RBFOX1;CAMK1D;PRKCB;ZBTB38;PRKCA;ESRRG;NRG1;MCC;USH2A;NR5A2;DLG2;MYO3B;LRRC7;KIF26B;COL6A3
phenol,bisphenol,aver_log2_BPA,both_sexes,Elbow,8/72,2.41231579397996e-05,0.00130265052874918,7.6110248447205,80.9229907188842,SEMA5A;FMNL3;GRIN2A;PRDM16;FRMD4A;ADARB2;THBS4;C8ORF34
phenol,bisphenol,aver_log2_BPA,both_sexes,Blood Pressure Determination,7/64,8.66457321798999e-05,0.0026823403041737,7.45700939655641,69.7505005063975,SEMA5A;MAGI2;ZNF516;NRXN3;ADARB2;ASTN2;THBS4
phenol,bisphenol,aver_log2_BPA,both_sexes,Myocardial Infarction,16/229,1.41006158180418e-06,0.000174528470727987,4.65464549505099,62.706812423391,ROBO2;SEMA5A;TMEM132D;WWOX;VWF;PRDM15;CDKAL1;LHFPL2;MARCH1;GRIN2A;CDH4;HMCN2;ELMO1;PRKCQ;ANKS1B;C8ORF34
phenol,bisphenol,aver_log2_BPA,both_sexes,Blood Pressure,23/454,2.15467247812329e-06,0.000174528470727987,3.34421880786294,43.6349383706802,USP6NL;ROBO2;SEMA5A;MAGI1;RAP1GAP2;TMEM132D;WWOX;CTBP2;AUTS2;SEMA3C;WWC1;EYA4;FRMD4A;CDYL;PARK2;PREX1;INPP5F;COL9A1;TSNARE1;XKR4;DSCAML1;GPC6;C8ORF34
phenol,bisphenol,aver_log2_BPA,both_sexes,"Cholesterol, HDL",17/357,9.93459371916186e-05,0.0026823403041737,3.08785942492013,28.4604992028528,ROBO2;KLHL29;WWOX;EPHA7;TENM2;PTPRN2;KCNH7;GALNT2;SEMA6D;PARK2;TGFBR3;KIF26B;TACC2;SLIT2;DSCAML1;GPC6;ANKS1B
phenol,bisphenol,aver_log2_BPA,both_sexes,Body Mass Index,19/437,0.000129890467208345,0.0030060365268217,2.81379713534054,25.1801613304662,SEMA5A;KLHL29;WWOX;KDM4C;AUTS2;VWF;SYCP1;SEMA6D;NRXN3;AKAP6;CDKAL1;ADARB2;HSPA12A;PARK2;ATXN7;ELMO1;SLIT3;ASTN2;ANKS1B
phenol,bisphenol,aver_log2_BPA,both_sexes,Cholesterol,13/268,0.000542413100328574,0.00976343580591433,3.12234799282489,23.4784416189665,ROBO2;SEMA5A;TMEM132D;WWOX;TENM2;AUTS2;CACNA2D4;KSR2;STK10;PRDM16;SLIT3;ASTN2;DGKH
phenol,paraben,aver_2_cat_BUPA,Female,Creatinine,27/92,2.37851602655318e-09,3.08017825438636e-07,4.74981021476962,94.3159795191483,SAR1A;SLC22A2;ASAP1;PRR5L;CACNA1C;FHIT;RYR3;NPAS3;CDH6;GRM4;ATXN1;ZNRF3;SESN1;SPOCK1;SMYD3;ERC2;PRKG1;OPCML;RBFOX1;GRID2;KIAA1549L;SHROOM3;ANK3;NAALADL2;CPS1;EIF4G3;RNF220
phenol,paraben,aver_2_cat_BUPA,Female,Fibrinogen,25/86,1.14420679406835e-08,7.40873899159257e-07,4.68153973594592,85.6064909673074,UBE3D;PCDH10;PTPRM;FMN1;FHIT;CDH4;CUX2;ERBB4;SLC16A7;PHACTR2;FGB;ZRANB1;SGIP1;IQSEC1;F2R;ANGEL1;SEZ6L;RUNX2;ZDHHC14;CPS1;KCNQ1;KCNMA1;PLCH1;GALNTL6;EIF4G3
phenol,paraben,aver_2_cat_BUPA,Female,"Cholesterol, LDL",56/304,5.70731896376896e-09,4.9273187053872e-07,2.6033817614709,49.4161337493032,ADK;FMN1;RYR3;RPH3A;HPGDS;KIAA1468;KYNU;PSD3;TMEM108;BBS9;RNF150;ARIH1;TP63;ANKS1B;RGS7;RBFOX1;LIMCH1;SLX4IP;PDE4D;MAGI2;VPS13B;ANK2;CACNA2D4;ANK3;KSR2;OPRM1;GANC;CAMKMT;FRMD3;LMX1A;GPD2;ST6GALNAC3;ABCG2;TSHZ2;IL20RA;FAM214A;FHIT;MTMR7;SCUBE1;KIAA1328;SCFD2;ERBB4;EPB41L2;RSBN1L;GSG1L;DNAH11;OSBPL6;POU6F2;DTNBP1;ARHGAP28;NELL1;FAM155A;RPA3;CCDC7;CLNK;FRK
phenol,paraben,aver_2_cat_BUPA,Female,Body Mass Index,74/437,1.11768635163799e-09,2.89480765074239e-07,2.36245572609209,48.6949493465131,VIPR2;MCTP1;TENM4;ZC3H4;SYCP1;USP34;XYLT1;SLC35F1;PTPRG;AKAP13;GPR176;KCNT2;FAM174A;PSD3;KIF1B;ANKS1B;CCBE1;GRID2;PACRG;RBFOX3;VWF;GRID1;COG5;CDKAL1;NAALADL2;PDGFRL;NUP93;ADCY9;ADAM12;PKP4;PPP1R37;ITPR1;NRXN3;C15ORF41;TMTC2;BCL10;FHIT;PPL;GLIS1;MTMR7;NPAS3;ATXN1;SCFD2;MGAT5;CMYA5;PTCHD4;CSMD1;MAP2K5;OPCML;EVC2;OSBPL9;NTNG1;SRPK2;AUTS2;SYT1;CADM2;ST8SIA1;LRBA;RFTN1;PLEKHA5;TRAPPC9;PLXDC2;MCC;FBXL13;TMEM154;EXT1;NELL1;FAM155A;SMOC1;KCNS3;PLCH1;GALNTL6;ZNF532;FBN1
phenol,paraben,aver_2_cat_BUPA,Female,Schizophrenia,19/82,2.45907735579338e-05,0.000424600690100323,3.43179733049217,36.4221429256961,RERE;RNLS;LSM1;AGAP1;ANK3;CACNA1C;FHIT;PTPRG;HPGDS;ERBB4;KYNU;TRIM26;NRCAM;PGPEP1;EDIL3;CSMD1;MAD1L1;SPTBN1;OPCML
phenol,paraben,aver_2_cat_BUPA,Female,Cholesterol,47/268,4.23903573616524e-07,1.56844322238114e-05,2.44159862164104,35.8274317710548,MAPKAP1;TSHZ2;ICA1;ITPR1;ETFA;SGMS2;FAM214A;GLIS1;MTMR7;TTC28;HHAT;SCUBE1;KYNU;RSBN1L;ADAM23;SUSD4;GSG1L;BBS9;RNF150;LGALS8;PRKACB;RGS7;OPCML;CCBE1;DNAH11;OSBPL6;AUTS2;LIMCH1;OSBPL3;PDE4D;POU6F2;ATP2B2;CACNA2D4;KSR2;OPRM1;MCC;PDGFRL;TPCN2;FRMD3;NELL1;LMX1A;PALLD;RPA3;KCNMA1;CCDC7;FRK;FBN1
phenol,paraben,aver_2_cat_BUPA,Female,Glomerular Filtration Rate,12/45,0.000185140237323893,0.00258335312523712,4.12668766876688,35.466392039769,NTNG1;ZNRF3;TENM4;SGIP1;SESN1;C4BPAP1;ASAP1;ANK3;FHIT;NAALADL2;NPAS3;RNF220
phenol,paraben,aver_2_cat_BUPA,Female,Body Height,61/385,3.63812620430068e-07,1.56844322238114e-05,2.16842752133116,32.1504657770349,MCTP1;CHD7;XYLT1;KNDC1;IL1RAP;NR3C1;SIPA1L3;CMIP;KYNU;FAM65B;SLC12A6;GPR133;PRKG1;TP63;KCMF1;MAGI1;RBFOX1;VWF;PDE4D;MAGI2;OPRM1;VAV1;BCR;DDAH1;MYL1;PALLD;PAPPA;SPATA13;MMRN2;DOCK2;EXOC2;PLAG1;CEP85L;TSHZ2;ITPR1;FAM160B1;PAK1;ATXN1;ADAP2;ZNF507;SMYD3;CSMD1;TUB;EYA1;KIAA1549L;PLEKHA5;TBCD;CABLES1;NEB;MCC;TBX5;EFR3B;PBX1;DCLK1;MYO1D;EXT1;CDK6;DLG2;PDE10A;WDR60;PPP1R1C
phenol,paraben,aver_2_cat_BUPA,Female,Myocardial Infarction,40/229,3.32164537695155e-06,7.82096502391319e-05,2.42333373315741,30.570476943127,SPAG16;KIF28P;MCTP1;MAML2;TSHZ2;IL1RAP;FHIT;CMIP;NPAS3;AKAP13;CDH4;ATXN1;CUX1;PLCG2;PHACTR2;C9ORF171;FLNB;ERC2;ANKS1B;COL26A1;CRADD;VWF;MIR99AHG;SORBS2;CDKAL1;PAX5;LHFPL2;NAV2;AIG1;INADL;EXT1;SDK1;FAM155A;DLG2;RPA3;KCNMA1;DOCK2;ST6GALNAC3;PDZRN3;MAD1L1
phenol,paraben,aver_2_cat_BUPA,Female,Stroke,48/289,1.62628021999427e-06,4.68007307753906e-05,2.28554020694364,30.4644573229821,SPAG16;KRT82;HLF;TENM4;FRMPD1;STAB2;CACNA1C;AK5;NOL4;FHIT;HDAC9;BACH2;RYR3;PAPSS1;ACTR1B;ATXN1;CUX1;MGAT5;PSD3;PLCG2;PLCE1;PHACTR2;CSMD1;ADSS;PRKG1;EGLN3;EBF1;DTNBP1;CABLES1;CDKAL1;ATP2B2;PROX1;NAV2;SMARCA2;SPTB;DCLK1;NAALADL2;TBC1D1;FAM155A;DLG2;NME7;PALLD;SPATA13;TEK;BCAT1;DOCK2;TAF4;RIN2
phenol,paraben,aver_2_cat_BUPA,Female,Triglycerides,42/244,2.81601268002509e-06,7.29347284126498e-05,2.38204337457705,30.4429636205621,RB1;TDRKH;HDAC4;FRMPD1;TSHZ2;CHD7;ITPR1;CACNA1D;AFF1;EPS8;STK31;SUSD4;CCDC141;ERC2;DLGAP2;CSMD1;RGS7;MAGI1;IFITM10;PACRG;RBFOX3;GRID1;PDE4D;CD180;MAGI2;ARHGEF38;PLCL2;POU6F2;ANK3;PLXDC2;SYT9;CAMKMT;MARCO;FRMD5;LMBRD1;PDE10A;SIK3;CLNK;GALNTL6;TEK;METAP1;PFKP
phenol,paraben,aver_2_cat_BUPA,Female,Carotid Artery Diseases,10/38,0.000706851671595485,0.00678054010900855,4.04909058802755,29.3748958392169,OPN3;BFSP1;PAQR5;SGIP1;VEPH1;GPD2;FMN1;RYR3;PLXNA4;DCBLD1
